edinet_code,name,period_end,doc_id,pdf_employees,xbrl_standard,xbrl_extension,extension_element,salary_yen,verdict,resolved_employees,resolved_source,basis_change_note,reorganization_note
E01739,三菱電機株式会社,2026-03-31,S100YD3V,29949,29949,,,9134603,XBRL標準タグと一致,29949,有報PDF（標準タグと一致）,,
E01766,富士通株式会社,2021-03-31,S100LT4R,32026,32026,,,8651494,XBRL標準タグと一致,32026,有報PDF（標準タグと一致）,,
E01766,富士通株式会社,2022-03-31,S100OHKL,34430,34430,,,8594757,XBRL標準タグと一致,34430,有報PDF（標準タグと一致）,,
E01766,富士通株式会社,2023-03-31,S100R3OA,35092,35092,,,8789575,XBRL標準タグと一致,35092,有報PDF（標準タグと一致）,,
E01766,富士通株式会社,2024-03-31,S100TQ5C,35924,35924,,,9654460,XBRL標準タグと一致,35924,有報PDF（標準タグと一致）,,
E01766,富士通株式会社,2025-03-31,S100W1DS,34850,34850,,,9291084,XBRL標準タグと一致,34850,有報PDF（標準タグと一致）,,
E01766,富士通株式会社,2026-03-31,S100YM3K,32224,32224,,,10122665,XBRL標準タグと一致,32224,有報PDF（標準タグと一致）,,
E01772,パナソニックホールディングス株式会社,2021-03-31,S100LP1N,59006,59006,,,7439769,XBRL標準タグと一致,59006,有報PDF（標準タグと一致）,,
E01772,パナソニックホールディングス株式会社,2022-03-31,S100ODSS,55088,55088,,,7586608,XBRL標準タグと一致,55088,有報PDF（標準タグと一致）,,
E01772,パナソニックホールディングス株式会社,2023-03-31,S100R44M,1347,1347,,,9087894,XBRL標準タグと一致,1347,有報PDF（標準タグと一致）,,
E01772,パナソニックホールディングス株式会社,2024-03-31,S100TQZC,1421,1421,,,9304992,XBRL標準タグと一致,1421,有報PDF（標準タグと一致）,,
E01772,パナソニックホールディングス株式会社,2025-03-31,S100W0F3,1478,1478,,,9561871,XBRL標準タグと一致,1478,有報PDF（標準タグと一致）,,
E01772,パナソニックホールディングス株式会社,2026-03-31,S100YETA,1431,1431,,,9880585,XBRL標準タグと一致,1431,有報PDF（標準タグと一致）,,
E01777,ソニーグループ株式会社,2021-03-31,S100LM4N,2973,2973,,,10440010,XBRL標準タグと一致,2973,有報PDF（標準タグと一致）,,"10,440,010セグメントの名称従業員数（人）全社（共通）2,973（注）12020年度末の従業員数は、グループ会社間の機能移管により、前年度末に比べ291名増加し、2,973名となりました。"
E01777,ソニーグループ株式会社,2022-03-31,S100OJ0K,2839,2839,,,10845882,XBRL標準タグと一致,2839,有報PDF（標準タグと一致）,,
E01777,ソニーグループ株式会社,2023-03-31,S100QZT6,2445,2445,,,11018955,XBRL標準タグと一致,2445,有報PDF（標準タグと一致）,,"11,018,955セグメントの名称従業員数（人）全社（共通）2,445（注）12022年度末の従業員数は、グループ会社間の機能移管により、前年度末に比べ394名減少し、2,445名となりました。"
E01777,ソニーグループ株式会社,2024-03-31,S100TS7P,2109,2109,,,11132231,XBRL標準タグと一致,2109,有報PDF（標準タグと一致）,,"11,132,231セグメントの名称従業員数（人）全社（共通）2,109（注）12023年度末の従業員数は、グループ会社間の機能移管により、前年度末に比べ336名減少し、2,109名となりました。"
E01777,ソニーグループ株式会社,2025-03-31,S100W19Q,2212,2212,,,11183744,XBRL標準タグと一致,2212,有報PDF（標準タグと一致）,,
E01777,ソニーグループ株式会社,2026-03-31,S100YE2C,2166,2166,,,11550986,XBRL標準タグと一致,2166,有報PDF（標準タグと一致）,,
E01780,ＴＤＫ株式会社,2021-03-31,S100LMH9,5689,5689,,,7867849,XBRL標準タグと一致,5689,有報PDF（標準タグと一致）,,
E01780,ＴＤＫ株式会社,2022-03-31,S100ODQV,5719,5719,,,7820119,XBRL標準タグと一致,5719,有報PDF（標準タグと一致）,,
E01780,ＴＤＫ株式会社,2023-03-31,S100R0PF,5902,5902,,,7895364,XBRL標準タグと一致,5902,有報PDF（標準タグと一致）,,
E01780,ＴＤＫ株式会社,2024-03-31,S100TOOW,6037,6037,,,7833330,XBRL標準タグと一致,6037,有報PDF（標準タグと一致）,,
E01780,ＴＤＫ株式会社,2025-03-31,S100VZFD,6241,6241,,,8302532,XBRL標準タグと一致,6241,有報PDF（標準タグと一致）,,
E01780,ＴＤＫ株式会社,2026-03-31,S100YD2Y,6573,6573,,,9211552,XBRL標準タグと一致,6573,有報PDF（標準タグと一致）,,
E01888,日東電工株式会社,2021-03-31,S100LK3M,5870,5870,,,7340000,XBRL標準タグと一致,5870,有報PDF（標準タグと一致）,,
E01888,日東電工株式会社,2022-03-31,S100O9FM,6091,6091,,,8050000,XBRL標準タグと一致,6091,有報PDF（標準タグと一致）,,
E01888,日東電工株式会社,2023-03-31,S100R248,6285,6285,,,8226000,XBRL標準タグと一致,6285,有報PDF（標準タグと一致）,,
E01888,日東電工株式会社,2024-03-31,S100TOGO,6610,6610,,,7615000,XBRL標準タグと一致,6610,有報PDF（標準タグと一致）,,
E01888,日東電工株式会社,2025-03-31,S100VYH3,6729,6729,,,8336000,XBRL標準タグと一致,6729,有報PDF（標準タグと一致）,,
E01888,日東電工株式会社,2026-03-31,S100YCAR,6813,6813,,,8437000,XBRL標準タグと一致,6813,有報PDF（標準タグと一致）,,
E01914,株式会社村田製作所,2021-03-31,S100LPV9,9528,9528,,,7314000,XBRL標準タグと一致,9528,有報PDF（標準タグと一致）,,
E01914,株式会社村田製作所,2022-03-31,S100OJOR,9771,9771,,,7976000,XBRL標準タグと一致,9771,有報PDF（標準タグと一致）,,
E01914,株式会社村田製作所,2023-03-31,S100R773,10089,10089,,,8034000,XBRL標準タグと一致,10089,有報PDF（標準タグと一致）,,
E01914,株式会社村田製作所,2024-03-31,S100TSIJ,10401,10401,,,7606000,XBRL標準タグと一致,10401,有報PDF（標準タグと一致）,,
E01914,株式会社村田製作所,2025-03-31,S100W2ZR,10865,10865,,,8031000,XBRL標準タグと一致,10865,有報PDF（標準タグと一致）,,
E01914,株式会社村田製作所,2026-03-31,S100YHPY,11174,11174,,,8382000,XBRL標準タグと一致,11174,有報PDF（標準タグと一致）,,
E01967,株式会社キーエンス,2021-03-20,S100LIN5,2607,2607,,,17517949,XBRL標準タグと一致,2607,有報PDF（標準タグと一致）,,
E01967,株式会社キーエンス,2022-03-20,S100O80N,2599,2599,,,21827204,XBRL標準タグと一致,2599,有報PDF（標準タグと一致）,,
E01967,株式会社キーエンス,2023-03-20,S100QY7Y,2788,2788,,,22793975,XBRL標準タグと一致,2788,有報PDF（標準タグと一致）,,
E01967,株式会社キーエンス,2024-03-20,S100TM1W,3042,3042,,,20670730,XBRL標準タグと一致,3042,有報PDF（標準タグと一致）,,
E01967,株式会社キーエンス,2025-03-20,S100VWNU,3205,3205,,,20391138,XBRL標準タグと一致,3205,有報PDF（標準タグと一致）,,
E01967,株式会社キーエンス,2026-03-20,S100YAHE,3306,3306,,,21783259,XBRL標準タグと一致,3306,有報PDF（標準タグと一致）,,
E02126,三菱重工業株式会社,2021-03-31,S100LUPR,14553,14553,,,8598800,XBRL標準タグと一致,14553,有報PDF（標準タグと一致）,,
E02126,三菱重工業株式会社,2022-03-31,S100OKCL,22755,22755,,,8638613,XBRL標準タグと一致,22755,有報PDF（標準タグと一致）,,これは、当社が、当社連結子会社である三菱パワー㈱の火力発電システム事業等を承継したことなどによるものである。
E02126,三菱重工業株式会社,2023-03-31,S100R7E9,21634,21634,,,9186262,XBRL標準タグと一致,21634,有報PDF（標準タグと一致）,,
E02126,三菱重工業株式会社,2024-03-31,S100TU2K,22538,22538,,,9655449,XBRL標準タグと一致,22538,有報PDF（標準タグと一致）,,
E02126,三菱重工業株式会社,2025-03-31,S100W6XE,22347,22347,,,10176595,XBRL標準タグと一致,22347,有報PDF（標準タグと一致）,,
E02126,三菱重工業株式会社,2026-03-31,S100YHZG,23373,23373,,,10724514,XBRL標準タグと一致,23373,有報PDF（標準タグと一致）,,
E02142,日産自動車株式会社,2021-03-31,S100LU0G,22825,22825,,,7965467,XBRL標準タグと一致,22825,有報PDF（標準タグと一致）,,
E02142,日産自動車株式会社,2022-03-31,S100OM2J,23166,23166,,,8110304,XBRL標準タグと一致,23166,有報PDF（標準タグと一致）,,
E02142,日産自動車株式会社,2023-03-31,S100RAD2,23525,23525,,,8509353,XBRL標準タグと一致,23525,有報PDF（標準タグと一致）,,
E02142,日産自動車株式会社,2024-03-31,S100TXFX,24034,24034,,,8771496,XBRL標準タグと一致,24034,有報PDF（標準タグと一致）,,
E02142,日産自動車株式会社,2025-03-31,S100W2UQ,24413,24413,,,8956336,XBRL標準タグと一致,24413,有報PDF（標準タグと一致）,,
E02142,日産自動車株式会社,2026-03-31,S100YH2B,23174,23174,,,8571467,XBRL標準タグと一致,23174,有報PDF（標準タグと一致）,,
E02144,トヨタ自動車株式会社,2021-03-31,S100LO6W,71373,71373,,,8583267,XBRL標準タグと一致,71373,有報PDF（標準タグと一致）,,
E02144,トヨタ自動車株式会社,2022-03-31,S100OC13,70710,70710,,,8571245,XBRL標準タグと一致,70710,有報PDF（標準タグと一致）,,
E02144,トヨタ自動車株式会社,2023-03-31,S100QZHY,70056,70056,,,8954285,XBRL標準タグと一致,70056,有報PDF（標準タグと一致）,,
E02144,トヨタ自動車株式会社,2024-03-31,S100TR7I,70224,70224,,,8998575,XBRL標準タグと一致,70224,有報PDF（標準タグと一致）,,
E02144,トヨタ自動車株式会社,2025-03-31,S100VWVY,71515,71515,,,9825635,XBRL標準タグと一致,71515,有報PDF（標準タグと一致）,,
E02144,トヨタ自動車株式会社,2026-03-31,S100Y8NY,73133,73133,,,10060464,XBRL標準タグと一致,73133,有報PDF（標準タグと一致）,,
E02166,本田技研工業株式会社,2021-03-31,S100LLW5,35781,35781,,,7989000,XBRL標準タグと一致（セル位置方式・転置表）,35781,有報PDF（標準タグと一致）,,
E02166,本田技研工業株式会社,2022-03-31,S100OBEJ,34067,34067,,,7787000,XBRL標準タグと一致（セル位置方式・転置表）,34067,有報PDF（標準タグと一致）,,
E02166,本田技研工業株式会社,2023-03-31,S100R1U9,33065,33065,,,8221000,XBRL標準タグと一致（セル位置方式・転置表）,33065,有報PDF（標準タグと一致）,,
E02166,本田技研工業株式会社,2024-03-31,S100TNE0,32443,32443,,,8311000,XBRL標準タグと一致,32443,有報PDF（標準タグと一致）,,
E02166,本田技研工業株式会社,2025-03-31,S100VYOD,32088,32088,,,8955000,XBRL標準タグと一致,32088,有報PDF（標準タグと一致）,,
E02166,本田技研工業株式会社,2026-03-31,S100YDD9,32547,32547,,,9326000,XBRL標準タグと一致,32547,有報PDF（標準タグと一致）,,
E02271,株式会社ニコン,2021-03-31,S100LLYK,4183,4183,,,7386888,XBRL標準タグと一致,4183,有報PDF（標準タグと一致）,,
E02271,株式会社ニコン,2022-03-31,S100ODD2,4174,4174,,,8118353,XBRL標準タグと一致,4174,有報PDF（標準タグと一致）,,
E02271,株式会社ニコン,2023-03-31,S100R071,4184,4184,,,8621999,XBRL標準タグと一致,4184,有報PDF（標準タグと一致）,,
E02271,株式会社ニコン,2024-03-31,S100TNZD,4388,4388,,,8639269,XBRL標準タグと一致,4388,有報PDF（標準タグと一致）,,
E02271,株式会社ニコン,2025-03-31,S100W1PH,4634,4634,,,8510441,XBRL標準タグと一致,4634,有報PDF（標準タグと一致）,,
E02271,株式会社ニコン,2026-03-31,S100YKBP,4656,4656,,,7989362,XBRL標準タグと一致,4656,有報PDF（標準タグと一致）,,
E02272,オリンパス株式会社,2021-03-31,S100LL9I,4775,4775,,,8693471,XBRL標準タグと一致,4775,有報PDF（標準タグと一致）,,"７従業員数が前事業年度末に比べ2,371人減少しましたのは、医療分野の一部機能を吸収分割によりオリンパスメディカルシステムズ㈱に承継させたこと、映像事業を吸収分割により子会社であるOMデジタルソリューションズ㈱に承継させたうえで、OJホールディングス㈱に譲渡したこと等によるものです。"
E02272,オリンパス株式会社,2022-03-31,S100OBAY,3478,3478,,,9224973,XBRL標準タグと一致,3478,有報PDF（標準タグと一致）,,"５従業員数が前事業年度末に比べ1,297人減少しましたのは、一部開発機能のオリンパスメディカルシステムズ㈱への移管、社外転身支援制度の実施、医療分野の国内販売機能を吸収分割によりオリンパスマーケティング㈱に承継させたこと等によるものです。"
E02272,オリンパス株式会社,2023-03-31,S100QZRG,2727,2727,,,9652126,XBRL標準タグと一致,2727,有報PDF（標準タグと一致）,,
E02272,オリンパス株式会社,2024-03-31,S100TNZ4,2834,2834,,,10410683,XBRL標準タグと一致,2834,有報PDF（標準タグと一致）,,
E02272,オリンパス株式会社,2025-03-31,S100W009,2494,2494,,,10459502,XBRL標準タグと一致,2494,有報PDF（標準タグと一致）,,
E02272,オリンパス株式会社,2026-03-31,S100YDN3,2469,2469,,,10056995,XBRL標準タグと一致,2469,有報PDF（標準タグと一致）,,
E02274,キヤノン株式会社,2020-12-31,S100L2I7,25713,25713,,,7449670,XBRL標準タグと一致,25713,有報PDF（標準タグと一致）,,
E02274,キヤノン株式会社,2021-12-31,S100NRAM,25377,25377,,,7597287,XBRL標準タグと一致,25377,有報PDF（標準タグと一致）,,
E02274,キヤノン株式会社,2022-12-31,S100QHVI,24717,24717,,,8077999,XBRL標準タグと一致,24717,有報PDF（標準タグと一致）,,
E02274,キヤノン株式会社,2023-12-31,S100T58N,23931,23931,,,8324359,XBRL標準タグと一致,23931,有報PDF（標準タグと一致）,,
E02274,キヤノン株式会社,2024-12-31,S100VHZZ,23457,23457,,,8657347,XBRL標準タグと一致,23457,有報PDF（標準タグと一致）,,
E02274,キヤノン株式会社,2025-12-31,S100XTLJ,22921,22921,,,8817253,XBRL標準タグと一致,22921,有報PDF（標準タグと一致）,,
E02367,任天堂株式会社,2021-03-31,S100LK4Y,2498,2498,,,9710405,XBRL標準タグと一致,2498,有報PDF（標準タグと一致）,,
E02367,任天堂株式会社,2022-03-31,S100O9PP,2634,2634,,,9886405,XBRL標準タグと一致,2634,有報PDF（標準タグと一致）,,
E02367,任天堂株式会社,2023-03-31,S100QY8A,2779,2779,,,9856646,XBRL標準タグと一致,2779,有報PDF（標準タグと一致）,,
E02367,任天堂株式会社,2024-03-31,S100TMMG,2814,2814,,,9626857,XBRL標準タグと一致,2814,有報PDF（標準タグと一致）,,
E02367,任天堂株式会社,2025-03-31,S100W73A,2962,2962,,,9666256,XBRL標準タグと一致,2962,有報PDF（標準タグと一致）,,
E02367,任天堂株式会社,2026-03-31,S100Y9NX,3084,3084,,,9824708,XBRL標準タグと一致,3084,有報PDF（標準タグと一致）,,
E02481,株式会社バンダイナムコホールディングス,2021-03-31,S100LJOJ,25,25,,,11212000,XBRL標準タグと一致,25,有報PDF（標準タグと一致）,,
E02481,株式会社バンダイナムコホールディングス,2022-03-31,S100O9UA,23,23,,,12051000,XBRL標準タグと一致,23,有報PDF（標準タグと一致）,,
E02481,株式会社バンダイナムコホールディングス,2023-03-31,S100QYWF,43,43,,,10573000,XBRL標準タグと一致,43,有報PDF（標準タグと一致）,,
E02481,株式会社バンダイナムコホールディングス,2024-03-31,S100TQ5P,41,41,,,10950000,XBRL標準タグと一致,41,有報PDF（標準タグと一致）,,
E02481,株式会社バンダイナムコホールディングス,2025-03-31,S100W1PX,46,46,,,12161000,XBRL標準タグと一致,46,有報PDF（標準タグと一致）,,
E02481,株式会社バンダイナムコホールディングス,2026-03-31,S100YBXE,80,80,,,9838000,XBRL標準タグと一致,80,有報PDF（標準タグと一致）,,
E02497,伊藤忠商事株式会社,2021-03-31,S100LJXI,4215,4215,3207,NumberOfEmployeesNumberOfEmployeesOfReportingCompany,16278110,XBRL標準タグと一致,4215,有報PDF（標準タグと一致）,,
E02497,伊藤忠商事株式会社,2022-03-31,S100OD03,4170,4170,3137,NumberOfEmployeesNumberOfEmployeesOfReportingCompany,15797516,XBRL標準タグと一致,4170,有報PDF（標準タグと一致）,,
E02497,伊藤忠商事株式会社,2023-03-31,S100R19K,4112,4112,3022,NumberOfEmployeesNumberOfEmployeesOfReportingCompany,17300799,XBRL標準タグと一致,4112,有報PDF（標準タグと一致）,,
E02497,伊藤忠商事株式会社,2024-03-31,S100TP14,4098,4098,3055,NumberOfEmployeesNumberOfEmployeesOfReportingCompany,17536469,XBRL標準タグと一致,4098,有報PDF（標準タグと一致）,,
E02497,伊藤忠商事株式会社,2025-03-31,S100VYN4,4114,4114,3085,NumberOfEmployeesNumberOfEmployeesOfReportingCompany,18045578,XBRL標準タグと一致,4114,有報PDF（標準タグと一致）,,
E02497,伊藤忠商事株式会社,2026-03-31,S100YA6H,4125,4125,3078,NumberOfEmployeesNumberOfEmployeesOfReportingCompany,19911534,XBRL標準タグと一致,4125,有報PDF（標準タグと一致）,,
E02498,丸紅株式会社,2021-03-31,S100LO78,4389,4389,,,11921966,XBRL標準タグと一致,4389,有報PDF（標準タグと一致）,,
E02498,丸紅株式会社,2022-03-31,S100OE5O,4379,4379,,,14692733,XBRL標準タグと一致,4379,有報PDF（標準タグと一致）,,
E02498,丸紅株式会社,2023-03-31,S100R2ES,4340,4340,,,15939292,XBRL標準タグと一致,4340,有報PDF（標準タグと一致）,,
E02498,丸紅株式会社,2024-03-31,S100TP60,4337,4337,,,16546676,XBRL標準タグと一致,4337,有報PDF（標準タグと一致）,,
E02498,丸紅株式会社,2025-03-31,S100VYGC,4304,4304,,,17087936,XBRL標準タグと一致,4304,有報PDF（標準タグと一致）,,
E02498,丸紅株式会社,2026-03-31,S100YAY4,4225,4225,,,17843699,XBRL標準タグと一致,4225,有報PDF（標準タグと一致）,,
E02505,豊田通商株式会社,2021-03-31,S100LJ65,2692,2692,,,11000896,XBRL標準タグと一致,2692,有報PDF（標準タグと一致）,,
E02505,豊田通商株式会社,2022-03-31,S100OD08,2648,2648,,,11141882,XBRL標準タグと一致,2648,有報PDF（標準タグと一致）,,
E02505,豊田通商株式会社,2023-03-31,S100R1J4,2626,2626,,,11804771,XBRL標準タグと一致,2626,有報PDF（標準タグと一致）,,
E02505,豊田通商株式会社,2024-03-31,S100TO14,2607,2607,,,12625957,XBRL標準タグと一致,2607,有報PDF（標準タグと一致）,,
E02505,豊田通商株式会社,2025-03-31,S100VZM9,2467,2467,,,13202952,XBRL標準タグと一致,2467,有報PDF（標準タグと一致）,,
E02505,豊田通商株式会社,2026-03-31,S100YD8J,2466,2466,,,14213845,XBRL標準タグと一致,2466,有報PDF（標準タグと一致）,,
E02513,三井物産株式会社,2021-03-31,S100LJUR,5587,5587,,,14825000,XBRL標準タグと一致,5587,有報PDF（標準タグと一致）,,
E02513,三井物産株式会社,2022-03-31,S100OBDU,5494,5494,,,15491000,XBRL標準タグと一致,5494,有報PDF（標準タグと一致）,,
E02513,三井物産株式会社,2023-03-31,S100QZZ4,5449,5449,,,17836000,XBRL標準タグと一致,5449,有報PDF（標準タグと一致）,,
E02513,三井物産株式会社,2024-03-31,S100TND7,5419,5419,,,18999000,XBRL標準タグと一致,5419,有報PDF（標準タグと一致）,,
E02513,三井物産株式会社,2025-03-31,S100VYNR,5388,5388,,,19964000,XBRL標準タグと一致,5388,有報PDF（標準タグと一致）,,
E02513,三井物産株式会社,2026-03-31,S100YAVT,5333,5333,,,20589000,XBRL標準タグと一致,5333,有報PDF（標準タグと一致）,,
E02528,住友商事株式会社,2021-03-31,S100LJW1,5240,5240,,,13563685,XBRL標準タグと一致,5240,有報PDF（標準タグと一致）,,
E02528,住友商事株式会社,2022-03-31,S100OE28,5150,5150,,,14063292,XBRL標準タグと一致,5150,有報PDF（標準タグと一致）,,
E02528,住友商事株式会社,2023-03-31,S100R1TH,5068,5068,,,16057441,XBRL標準タグと一致,5068,有報PDF（標準タグと一致）,,
E02528,住友商事株式会社,2024-03-31,S100TOTW,5020,5020,,,17587787,XBRL標準タグと一致,5020,有報PDF（標準タグと一致）,,
E02528,住友商事株式会社,2025-03-31,S100VYV6,4963,4963,,,17443137,XBRL標準タグと一致,4963,有報PDF（標準タグと一致）,,
E02528,住友商事株式会社,2026-03-31,S100YARD,4938,4938,,,18402971,XBRL標準タグと一致,4938,有報PDF（標準タグと一致）,,
E02529,三菱商事株式会社,2021-03-31,S100LHA9,5725,4499,5725,EmployeesTheCompany,16783874,XBRL拡張タグと一致(EmployeesTheCompany),5725,有報PDF（拡張タグと一致）,,
E02529,三菱商事株式会社,2022-03-31,S100O6ZR,5571,4390,5571,EmployeesTheCompany,15588893,XBRL拡張タグと一致(EmployeesTheCompany),5571,有報PDF（拡張タグと一致）,,
E02529,三菱商事株式会社,2023-03-31,S100QVYU,5448,4388,5448,EmployeesTheCompany,19393985,XBRL拡張タグと一致(EmployeesTheCompany),5448,有報PDF（拡張タグと一致）,,
E02529,三菱商事株式会社,2024-03-31,S100TL6G,5421,4400,5421,EmployeesTheCompany,20909825,XBRL拡張タグと一致(EmployeesTheCompany),5421,有報PDF（拡張タグと一致）,,
E02529,三菱商事株式会社,2025-03-31,S100VYM1,5361,4477,5361,EmployeesTheCompany,20333662,XBRL拡張タグと一致(EmployeesTheCompany),5361,有報PDF（拡張タグと一致）,,
E02529,三菱商事株式会社,2026-03-31,S100YB25,5328,4456,5328,EmployeesTheCompany,21125472,XBRL拡張タグと一致(EmployeesTheCompany),5328,有報PDF（拡張タグと一致）,,
E02567,岩谷産業株式会社,2021-03-31,S100LJ1L,1306,1306,,,8959000,XBRL標準タグと一致,1306,有報PDF（標準タグと一致）,,
E02567,岩谷産業株式会社,2022-03-31,S100OB0D,1319,1319,,,9001000,XBRL標準タグと一致,1319,有報PDF（標準タグと一致）,,
E02567,岩谷産業株式会社,2023-03-31,S100R0HX,1351,1351,,,9413000,XBRL標準タグと一致,1351,有報PDF（標準タグと一致）,,
E02567,岩谷産業株式会社,2024-03-31,S100TNQ1,1321,1321,,,9702000,XBRL標準タグと一致,1321,有報PDF（標準タグと一致）,,
E02567,岩谷産業株式会社,2025-03-31,S100VY24,1368,1368,,,10254000,XBRL標準タグと一致,1368,有報PDF（標準タグと一致）,,
E02567,岩谷産業株式会社,2026-03-31,S100YBEM,1384,1384,,,10206000,XBRL標準タグと一致,1384,有報PDF（標準タグと一致）,,
E02632,株式会社メディパルホールディングス,2021-03-31,S100LQHX,169,169,,,7755229,XBRL標準タグと一致,169,有報PDF（標準タグと一致）,,
E02632,株式会社メディパルホールディングス,2022-03-31,S100OE94,173,173,,,7778865,XBRL標準タグと一致,173,有報PDF（標準タグと一致）,,
E02632,株式会社メディパルホールディングス,2023-03-31,S100R51F,173,173,,,7872784,XBRL標準タグと一致,173,有報PDF（標準タグと一致）,,
E02632,株式会社メディパルホールディングス,2024-03-31,S100TRUJ,183,183,,,8009343,XBRL標準タグと一致,183,有報PDF（標準タグと一致）,,
E02632,株式会社メディパルホールディングス,2025-03-31,S100W5ET,185,185,,,8137086,XBRL標準タグと一致,185,有報PDF（標準タグと一致）,,
E02632,株式会社メディパルホールディングス,2026-03-31,S100YI1C,186,186,,,8216296,XBRL標準タグと一致,186,有報PDF（標準タグと一致）,,
E02691,株式会社ＰＡＬＴＡＣ,2021-03-31,S100LNAE,2169,2169,,,6225031,XBRL標準タグと一致,2169,有報PDF（標準タグと一致）,,
E02691,株式会社ＰＡＬＴＡＣ,2022-03-31,S100OBHI,2168,2168,,,6524764,XBRL標準タグと一致,2168,有報PDF（標準タグと一致）,,
E02691,株式会社ＰＡＬＴＡＣ,2023-03-31,S100R1O8,2187,2187,,,6438426,XBRL標準タグと一致,2187,有報PDF（標準タグと一致）,,
E02691,株式会社ＰＡＬＴＡＣ,2024-03-31,S100TNQQ,2237,2237,,,6667416,XBRL標準タグと一致,2237,有報PDF（標準タグと一致）,,
E02691,株式会社ＰＡＬＴＡＣ,2025-03-31,S100W05Z,2283,2283,,,6860052,XBRL標準タグと一致,2283,有報PDF（標準タグと一致）,,
E02691,株式会社ＰＡＬＴＡＣ,2026-03-31,S100YDG4,2363,2363,,,6761779,XBRL標準タグと一致,2363,有報PDF（標準タグと一致）,,
E02958,双日株式会社,2021-03-31,S100LJNH,2551,2099,2551,EmployeesIncludingExpatriates,10958725,XBRL拡張タグと一致(EmployeesIncludingExpatriates),2551,有報PDF（拡張タグと一致）,,
E02958,双日株式会社,2022-03-31,S100O6U4,2558,2073,2558,EmployeesIncludingExpatriates,10382838,XBRL拡張タグと一致(EmployeesIncludingExpatriates),2558,有報PDF（拡張タグと一致）,,
E02958,双日株式会社,2023-03-31,S100QYMO,2523,2027,2523,EmployeesIncludingExpatriates,12084855,XBRL拡張タグと一致(EmployeesIncludingExpatriates),2523,有報PDF（拡張タグと一致）,,
E02958,双日株式会社,2024-03-31,S100TMUB,2513,2035,2513,EmployeesIncludingExpatriates,12471658,XBRL拡張タグと一致(EmployeesIncludingExpatriates),2513,有報PDF（拡張タグと一致）,,
E02958,双日株式会社,2025-03-31,S100VY7S,2486,2049,2486,EmployeesIncludingExpatriates,12742594,XBRL拡張タグと一致(EmployeesIncludingExpatriates),2486,有報PDF（拡張タグと一致）,,
E02958,双日株式会社,2026-03-31,S100Y9EI,2519,2094,2519,EmployeesIncludingExpatriates,12571801,XBRL拡張タグと一致(EmployeesIncludingExpatriates),2519,有報PDF（拡張タグと一致）,,
E03013,株式会社髙島屋,2021-02-28,S100LEJ4,4478,4478,,,6863000,XBRL標準タグと一致,4478,有報PDF（標準タグと一致）,,
E03013,株式会社髙島屋,2022-02-28,S100O42J,4298,4298,,,6868000,XBRL標準タグと一致,4298,有報PDF（標準タグと一致）,,
E03013,株式会社髙島屋,2023-02-28,S100QT8M,4012,4012,,,7065000,XBRL標準タグと一致,4012,有報PDF（標準タグと一致）,,
E03013,株式会社髙島屋,2024-02-29,S100TH34,3826,3826,,,7385000,XBRL標準タグと一致,3826,有報PDF（標準タグと一致）,,
E03013,株式会社髙島屋,2025-02-28,S100VSA5,3621,3621,,,7777000,XBRL標準タグと一致,3621,有報PDF（標準タグと一致）,,
E03013,株式会社髙島屋,2026-02-28,S100Y4X5,3463,3463,,,7920000,XBRL標準タグと一致,3463,有報PDF（標準タグと一致）,,
E03041,株式会社クレディセゾン,2021-03-31,S100LN7Q,4319,4319,,,5080507,XBRL標準タグと一致,4319,有報PDF（標準タグと一致）,,
E03041,株式会社クレディセゾン,2022-03-31,S100OCL9,4084,4084,,,5192731,XBRL標準タグと一致,4084,有報PDF（標準タグと一致）,,
E03041,株式会社クレディセゾン,2023-03-31,S100R0QD,3966,3966,,,5470599,XBRL標準タグと一致,3966,有報PDF（標準タグと一致）,,
E03041,株式会社クレディセゾン,2024-03-31,S100TNTL,3783,3783,,,5863835,XBRL標準タグと一致,3783,有報PDF（標準タグと一致）,,
E03041,株式会社クレディセゾン,2025-03-31,S100W4A7,3624,3624,,,6029414,XBRL標準タグと一致,3624,有報PDF（標準タグと一致）,,
E03041,株式会社クレディセゾン,2026-03-31,S100YCDE,3446,3446,,,6668835,XBRL標準タグと一致,3446,有報PDF（標準タグと一致）,,
E03061,イオン株式会社,2021-02-28,S100LDRR,455,455,,,8297057,XBRL標準タグと一致,455,有報PDF（標準タグと一致）,,
E03061,イオン株式会社,2022-02-28,S100O3HQ,433,433,,,8561973,XBRL標準タグと一致,433,有報PDF（標準タグと一致）,,
E03061,イオン株式会社,2023-02-28,S100QUGV,444,444,,,8387369,XBRL標準タグと一致,444,有報PDF（標準タグと一致）,,
E03061,イオン株式会社,2024-02-29,S100TG6G,488,488,,,8624025,XBRL標準タグと一致,488,有報PDF（標準タグと一致）,,
E03061,イオン株式会社,2025-02-28,S100VTF8,490,490,,,9471912,XBRL標準タグと一致,490,有報PDF（標準タグと一致）,,
E03061,イオン株式会社,2026-02-28,S100Y5VH,559,559,,,9329258,XBRL標準タグと一致,559,有報PDF（標準タグと一致）,,
E03144,株式会社ニトリホールディングス,2021-02-20,S100LBVH,774,774,,,8682000,XBRL標準タグと一致,774,有報PDF（標準タグと一致）,,
